,Customer_ID,Churn,Gender,Senior_Citizen,Partner,Dependents,Tenure,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Charges_Monthly,Charges_Total,Charges_Daily,Gasto_Rango,Tenure_Rango,Daily_Range
124,0208-BPQEJ,0,Female,No Senior,1,1,12,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.4,198.1,0.6466666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
125,0212-ISBBF,0,Female,No Senior,0,0,22,0,No phone service,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,50.35,1098.85,1.6783333333333335,Gasto Medio,13-45 Meses,Costo/Día Medio
126,0214-JHPFW,0,Female,No Senior,1,0,70,0,No phone service,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),57.8,4039.3,1.9266666666666665,Alto Gasto,46+ Meses,Costo/Día Medio
127,0215-BQKGS,0,Male,No Senior,0,0,30,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),84.3,2438.6,2.81,Gasto Medio,13-45 Meses,Alto Costo/Día
128,0218-QNVAS,0,Male,No Senior,1,1,71,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Bank transfer (automatic),100.55,7113.75,3.3516666666666666,Alto Gasto,46+ Meses,Alto Costo/Día
129,0219-QAERP,0,Male,No Senior,1,0,30,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.8,576.65,0.66,Bajo Gasto,13-45 Meses,Bajo Costo/Día
130,0219-YTZUE,1,Male,No Senior,1,1,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),84.8,371.9,2.8266666666666667,Bajo Gasto,0-12 Meses,Alto Costo/Día
131,0220-EBGCE,1,Male,No Senior,0,0,2,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,85.85,167.3,2.8616666666666664,Bajo Gasto,0-12 Meses,Alto Costo/Día
132,0221-NAUXK,0,Male,No Senior,0,1,10,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.95,219.5,0.6649999999999999,Bajo Gasto,0-12 Meses,Bajo Costo/Día
133,0221-WMXNQ,0,Male,Senior,0,0,4,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.35,273.4,2.5116666666666663,Bajo Gasto,0-12 Meses,Costo/Día Medio
134,0222-CNVPT,0,Male,Senior,0,0,52,0,No phone service,DSL,1,0,0,0,1,1,Month-to-month,1,Credit card (automatic),48.8,2555.05,1.6266666666666665,Gasto Medio,46+ Meses,Bajo Costo/Día
135,0224-HJAPT,1,Male,No Senior,0,0,5,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,47.15,223.15,1.5716666666666665,Bajo Gasto,0-12 Meses,Bajo Costo/Día
136,0224-NIJLP,0,Male,No Senior,1,1,8,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,165.5,0.6716666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
137,0224-RLWWD,0,Female,Senior,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.3,89.3,1.4766666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
138,0225-ZORZP,0,Male,No Senior,0,0,3,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,84.3,235.05,2.81,Bajo Gasto,0-12 Meses,Alto Costo/Día
139,0228-MAUWC,0,Male,No Senior,0,0,19,1,1,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,59.55,1144.6,1.9849999999999999,Gasto Medio,13-45 Meses,Costo/Día Medio
140,0229-LFJAF,0,Male,No Senior,0,0,72,1,1,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),69.65,4908.25,2.3216666666666668,Alto Gasto,46+ Meses,Costo/Día Medio
141,0230-UBYPQ,0,Male,Senior,1,0,63,0,No phone service,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),36.1,2298.9,1.2033333333333334,Gasto Medio,46+ Meses,Bajo Costo/Día
142,0230-WEQUW,0,Male,No Senior,1,0,66,0,No phone service,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),56.6,3789.2,1.8866666666666667,Alto Gasto,46+ Meses,Costo/Día Medio
143,0231-LXVAP,1,Male,No Senior,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,75.9,75.9,2.5300000000000002,Bajo Gasto,0-12 Meses,Costo/Día Medio
144,0233-FTHAV,0,Female,No Senior,0,0,60,1,1,Fiber optic,0,0,1,0,0,0,One year,1,Bank transfer (automatic),79.2,4765.0,2.64,Alto Gasto,46+ Meses,Costo/Día Medio
145,0234-TEVTT,0,Female,No Senior,1,1,48,0,No phone service,DSL,1,0,1,0,0,1,One year,0,Credit card (automatic),45.0,2196.3,1.5,Gasto Medio,46+ Meses,Bajo Costo/Día
146,0235-KGSLC,1,Female,No Senior,0,0,1,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),85.55,85.55,2.8516666666666666,Bajo Gasto,0-12 Meses,Alto Costo/Día
147,0236-HFWSV,1,Male,No Senior,0,0,15,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.35,1444.65,3.1116666666666664,Gasto Medio,13-45 Meses,Alto Costo/Día
148,0237-YFUTL,0,Female,No Senior,1,0,50,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),109.65,5405.8,3.6550000000000002,Alto Gasto,46+ Meses,Alto Costo/Día
149,0238-WHBIQ,0,Male,No Senior,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.7,6339.3,2.99,Alto Gasto,46+ Meses,Alto Costo/Día
150,0239-OXEXL,0,Female,No Senior,0,0,46,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Mailed check,84.25,3847.6,2.808333333333333,Alto Gasto,13-45 Meses,Alto Costo/Día
151,0244-LGNFY,0,Female,No Senior,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),92.65,6733.0,3.0883333333333334,Alto Gasto,46+ Meses,Alto Costo/Día
152,0247-SLUJI,0,Male,No Senior,1,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,19.7,0.6566666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
153,0248-IPDFW,0,Female,No Senior,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.1,50.1,1.6700000000000002,Bajo Gasto,0-12 Meses,Bajo Costo/Día
154,0248-PGHBZ,0,Female,Senior,0,0,67,1,0,Fiber optic,1,1,0,1,1,0,Two year,1,Bank transfer (automatic),92.45,6140.85,3.0816666666666666,Alto Gasto,46+ Meses,Alto Costo/Día
155,0253-ZTEOB,0,Female,No Senior,1,1,48,1,1,DSL,0,1,0,1,1,1,Two year,0,Electronic check,79.65,3870.3,2.6550000000000002,Alto Gasto,46+ Meses,Costo/Día Medio
156,0254-FNMCI,0,Female,No Senior,0,0,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,109.9,7624.2,3.6633333333333336,Alto Gasto,46+ Meses,Alto Costo/Día
157,0254-KCJGT,0,Male,No Senior,1,0,52,1,1,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),81.4,4354.45,2.7133333333333334,Alto Gasto,46+ Meses,Costo/Día Medio
158,0254-WWRKD,0,Female,No Senior,1,1,67,1,0,DSL,0,1,0,0,0,0,One year,0,Credit card (automatic),50.55,3431.75,1.6849999999999998,Alto Gasto,46+ Meses,Costo/Día Medio
159,0256-LTHVJ,1,Female,No Senior,1,1,28,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.05,2227.1,2.7016666666666667,Gasto Medio,13-45 Meses,Costo/Día Medio
160,0257-KXZGU,0,Female,No Senior,1,1,32,1,1,DSL,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),62.45,2045.55,2.0816666666666666,Gasto Medio,13-45 Meses,Costo/Día Medio
161,0257-ZESQC,1,Female,Senior,1,0,27,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.2,1929.35,2.506666666666667,Gasto Medio,13-45 Meses,Costo/Día Medio
162,0258-NOKBL,0,Male,No Senior,0,0,3,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,0,Electronic check,90.4,268.45,3.0133333333333336,Bajo Gasto,0-12 Meses,Alto Costo/Día
163,0259-GBZSH,1,Male,No Senior,0,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.65,181.5,2.855,Bajo Gasto,0-12 Meses,Alto Costo/Día
164,0260-ZDLGK,1,Female,No Senior,0,1,9,1,0,DSL,0,0,1,1,1,1,Month-to-month,1,Mailed check,72.9,651.4,2.43,Bajo Gasto,0-12 Meses,Costo/Día Medio
165,0263-FJTQO,0,Male,No Senior,1,1,50,1,1,DSL,1,0,0,1,1,0,Two year,1,Credit card (automatic),70.5,3486.65,2.35,Alto Gasto,46+ Meses,Costo/Día Medio
166,0264-CNITK,0,Female,No Senior,1,1,71,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1389.6,0.67,Gasto Medio,46+ Meses,Bajo Costo/Día
167,0265-EDXBD,1,Male,Senior,1,0,32,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,2303.35,2.496666666666667,Gasto Medio,13-45 Meses,Costo/Día Medio
168,0265-PSUAE,0,Female,No Senior,1,1,16,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),100.7,1522.7,3.356666666666667,Gasto Medio,13-45 Meses,Alto Costo/Día
169,0266-CLZKZ,0,Female,No Senior,1,1,67,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),105.65,6717.9,3.521666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
170,0266-GMEAO,0,Male,No Senior,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),114.3,8058.55,3.81,Alto Gasto,46+ Meses,Alto Costo/Día
171,0268-QKIWO,1,Female,No Senior,0,0,3,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,58.85,0.6583333333333333,Bajo Gasto,0-12 Meses,Bajo Costo/Día
172,0269-XFESX,0,Male,No Senior,1,1,23,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.35,538.5,0.8116666666666668,Bajo Gasto,13-45 Meses,Bajo Costo/Día
173,0270-THENM,0,Male,No Senior,1,1,72,1,1,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),69.85,5102.35,2.328333333333333,Alto Gasto,46+ Meses,Costo/Día Medio
174,0274-JKUJR,0,Male,No Senior,1,1,7,0,No phone service,DSL,1,1,1,0,1,1,Month-to-month,0,Mailed check,58.85,465.7,1.9616666666666667,Bajo Gasto,0-12 Meses,Costo/Día Medio
175,0274-VVQOQ,0,Male,Senior,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.15,6792.45,3.4383333333333335,Alto Gasto,46+ Meses,Alto Costo/Día
176,0277-BKSQP,0,Male,No Senior,1,1,8,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,54.4,475.1,1.8133333333333332,Bajo Gasto,0-12 Meses,Costo/Día Medio
177,0277-ORXQS,0,Male,No Senior,1,1,66,0,No phone service,DSL,0,0,0,1,1,1,Two year,0,Bank transfer (automatic),50.55,3364.55,1.6849999999999998,Alto Gasto,46+ Meses,Costo/Día Medio
178,0278-YXOOG,1,Male,No Senior,0,0,5,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.05,113.85,0.7016666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
179,0280-XJGEX,1,Male,No Senior,0,0,49,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),103.7,5036.3,3.4566666666666666,Alto Gasto,46+ Meses,Alto Costo/Día
180,0281-CNTZX,0,Male,No Senior,1,0,63,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1234.8,0.6649999999999999,Gasto Medio,46+ Meses,Bajo Costo/Día
181,0282-NVSJS,0,Female,Senior,1,1,12,0,No phone service,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,29.3,355.9,0.9766666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
182,0285-INHLN,0,Male,No Senior,1,1,27,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),54.75,1510.3,1.825,Gasto Medio,13-45 Meses,Costo/Día Medio
183,0289-IVARM,0,Female,No Senior,0,0,35,1,0,DSL,1,1,1,0,0,0,Month-to-month,0,Electronic check,60.55,1982.6,2.018333333333333,Gasto Medio,13-45 Meses,Costo/Día Medio
184,0292-WEGCH,0,Female,No Senior,1,1,54,1,1,DSL,0,1,1,1,1,1,Month-to-month,1,Electronic check,86.2,4524.05,2.8733333333333335,Alto Gasto,46+ Meses,Alto Costo/Día
185,0295-PPHDO,1,Male,No Senior,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,95.45,3.1816666666666666,Bajo Gasto,0-12 Meses,Alto Costo/Día
186,0295-QVKPB,0,Male,No Senior,0,0,5,1,0,DSL,0,0,1,1,1,0,Month-to-month,1,Credit card (automatic),63.95,318.1,2.131666666666667,Bajo Gasto,0-12 Meses,Costo/Día Medio
187,0297-RBCSG,0,Male,No Senior,0,0,19,1,0,DSL,0,1,0,1,0,1,One year,1,Bank transfer (automatic),65.35,1231.85,2.1783333333333332,Gasto Medio,13-45 Meses,Costo/Día Medio
188,0298-XACET,0,Male,No Senior,1,1,52,0,No phone service,DSL,0,1,1,1,1,0,Two year,0,Mailed check,50.2,2554.0,1.6733333333333333,Gasto Medio,46+ Meses,Bajo Costo/Día
189,0301-FIDRB,0,Female,No Senior,1,1,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.8,4684.3,2.1266666666666665,Alto Gasto,46+ Meses,Costo/Día Medio
190,0301-KOBTQ,0,Male,No Senior,0,0,32,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,614.45,0.6683333333333333,Bajo Gasto,13-45 Meses,Bajo Costo/Día
191,0302-JOIVN,1,Female,No Senior,1,0,8,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,101.15,842.9,3.371666666666667,Gasto Medio,0-12 Meses,Alto Costo/Día
192,0303-UNCIP,0,Male,No Senior,0,0,41,1,1,DSL,0,0,1,0,0,1,One year,0,Mailed check,65.0,2531.8,2.1666666666666665,Gasto Medio,13-45 Meses,Costo/Día Medio
193,0303-WMMRN,0,Male,No Senior,0,0,5,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.25,86.05,0.6416666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
194,0305-SQECB,0,Female,No Senior,0,1,11,0,No phone service,DSL,1,0,0,1,0,0,One year,1,Mailed check,36.05,402.6,1.2016666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
195,0306-JAELE,1,Male,No Senior,0,0,5,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,96.1,453.4,3.203333333333333,Bajo Gasto,0-12 Meses,Alto Costo/Día
196,0307-BCOPK,0,Female,No Senior,0,0,16,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.05,326.65,0.635,Bajo Gasto,13-45 Meses,Bajo Costo/Día
197,0308-GIQJT,0,Male,Senior,0,0,71,1,1,Fiber optic,0,1,0,1,1,1,One year,0,Bank transfer (automatic),105.75,7382.85,3.525,Alto Gasto,46+ Meses,Alto Costo/Día
198,0308-IVGOK,0,Female,No Senior,0,0,11,0,No phone service,DSL,0,1,1,1,0,0,One year,1,Credit card (automatic),40.4,422.6,1.3466666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
199,0310-MVLET,1,Female,No Senior,1,1,61,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.15,6010.05,3.305,Alto Gasto,46+ Meses,Alto Costo/Día
200,0310-SUCIN,0,Female,No Senior,1,0,71,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),84.8,6046.1,2.8266666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
201,0310-VQXAM,0,Male,No Senior,0,0,9,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,178.8,0.6616666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
202,0311-QYWSS,0,Female,No Senior,0,0,6,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.45,314.6,1.6483333333333334,Bajo Gasto,0-12 Meses,Bajo Costo/Día
203,0311-UNPFF,1,Female,No Senior,0,0,26,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),88.8,2274.35,2.96,Gasto Medio,13-45 Meses,Alto Costo/Día
204,0314-TKOSI,0,Female,No Senior,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,55.15,322.9,1.8383333333333334,Bajo Gasto,0-12 Meses,Costo/Día Medio
205,0315-LVCRK,0,Male,No Senior,0,0,11,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,84.8,888.75,2.8266666666666667,Gasto Medio,0-12 Meses,Alto Costo/Día
206,0318-QUUOB,1,Male,No Senior,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.55,80.55,2.685,Bajo Gasto,0-12 Meses,Costo/Día Medio
207,0318-ZOPWS,0,Female,No Senior,1,0,49,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,973.35,0.6716666666666666,Gasto Medio,46+ Meses,Bajo Costo/Día
208,0319-QZTCO,0,Female,No Senior,1,1,3,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),58.7,168.6,1.9566666666666668,Bajo Gasto,0-12 Meses,Costo/Día Medio
209,0320-DWVTU,0,Female,No Senior,0,0,53,1,0,Fiber optic,1,1,1,1,0,1,Two year,0,Mailed check,99.5,5424.25,3.316666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
210,0320-JDNQG,1,Male,No Senior,1,1,23,1,0,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Electronic check,99.85,2331.3,3.328333333333333,Gasto Medio,13-45 Meses,Alto Costo/Día
211,0322-CHQRU,1,Male,No Senior,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.35,89.5,1.5116666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
212,0322-YINQP,1,Male,No Senior,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.55,48.55,1.6183333333333332,Bajo Gasto,0-12 Meses,Bajo Costo/Día
213,0323-XWWTN,0,Male,No Senior,0,1,3,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.4,121.25,0.88,Bajo Gasto,0-12 Meses,Bajo Costo/Día
214,0324-BRPCJ,1,Female,Senior,1,0,68,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,6851.65,3.3400000000000003,Alto Gasto,46+ Meses,Alto Costo/Día
215,0325-XBFAC,1,Male,No Senior,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.7,740.3,3.1566666666666667,Gasto Medio,0-12 Meses,Alto Costo/Día
216,0326-VDYXE,0,Female,No Senior,1,0,70,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,97.65,6982.5,3.2550000000000003,Alto Gasto,46+ Meses,Alto Costo/Día
217,0327-WFZSY,0,Male,No Senior,1,1,39,1,1,Fiber optic,0,0,1,0,1,1,One year,0,Electronic check,100.0,3835.55,3.3333333333333335,Alto Gasto,13-45 Meses,Alto Costo/Día
218,0328-GRPMV,1,Female,No Senior,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.1,70.1,2.3366666666666664,Bajo Gasto,0-12 Meses,Costo/Día Medio
219,0328-IBUPK,0,Female,No Senior,1,1,51,0,No phone service,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),34.2,1782.0,1.1400000000000001,Gasto Medio,46+ Meses,Bajo Costo/Día
220,0329-GTIAJ,1,Female,No Senior,0,0,3,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,97.9,315.3,3.2633333333333336,Bajo Gasto,0-12 Meses,Alto Costo/Día
221,0330-BGYZE,0,Male,No Senior,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,One year,0,Bank transfer (automatic),102.5,6157.6,3.4166666666666665,Alto Gasto,46+ Meses,Alto Costo/Día
222,0330-IVZHA,1,Female,No Senior,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.95,330.15,2.3316666666666666,Bajo Gasto,0-12 Meses,Costo/Día Medio
223,0334-GDDSO,1,Male,Senior,0,0,3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.35,233.7,2.7116666666666664,Bajo Gasto,0-12 Meses,Costo/Día Medio
224,0334-ZFJSR,0,Female,No Senior,1,0,55,1,1,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),66.05,3462.1,2.2016666666666667,Alto Gasto,46+ Meses,Costo/Día Medio
225,0336-KXKFK,0,Male,No Senior,0,0,72,0,No phone service,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),61.2,4390.25,2.04,Alto Gasto,46+ Meses,Costo/Día Medio
226,0336-PIKEI,0,Male,Senior,1,0,72,1,0,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),74.4,5360.75,2.48,Alto Gasto,46+ Meses,Costo/Día Medio
227,0337-CNPZE,1,Female,No Senior,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.3,4443.45,3.5433333333333334,Alto Gasto,13-45 Meses,Alto Costo/Día
228,0343-QLUZP,0,Male,No Senior,0,0,60,0,No phone service,DSL,1,1,1,0,0,0,Two year,0,Bank transfer (automatic),39.6,2424.5,1.32,Gasto Medio,46+ Meses,Bajo Costo/Día
229,0345-HKJVM,1,Female,No Senior,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.3,577.6,2.9766666666666666,Bajo Gasto,0-12 Meses,Alto Costo/Día
230,0345-XMMUG,0,Female,No Senior,1,0,46,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),108.9,4854.3,3.6300000000000003,Alto Gasto,13-45 Meses,Alto Costo/Día
231,0347-UBKUZ,0,Female,No Senior,0,0,15,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,320.45,0.6633333333333333,Bajo Gasto,13-45 Meses,Bajo Costo/Día
232,0348-SDKOL,1,Female,No Senior,1,0,58,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),102.1,5885.4,3.4033333333333333,Alto Gasto,46+ Meses,Alto Costo/Día
233,0354-VXMJC,0,Male,No Senior,1,1,23,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,426.65,0.6533333333333334,Bajo Gasto,13-45 Meses,Bajo Costo/Día
234,0354-WYROK,1,Female,Senior,1,1,31,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,98.9,2911.3,3.296666666666667,Alto Gasto,13-45 Meses,Alto Costo/Día
235,0356-ERHVT,0,Male,No Senior,1,0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.9,521.9,1.53,Bajo Gasto,0-12 Meses,Bajo Costo/Día
236,0356-OBMAC,0,Female,Senior,0,0,56,1,1,Fiber optic,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),99.9,5706.3,3.33,Alto Gasto,46+ Meses,Alto Costo/Día
237,0357-NVCRI,0,Female,No Senior,0,1,25,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,471.7,0.6683333333333333,Bajo Gasto,13-45 Meses,Bajo Costo/Día
238,0361-HJRDX,0,Female,No Senior,0,0,68,0,No phone service,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),64.35,4539.6,2.145,Alto Gasto,46+ Meses,Costo/Día Medio
239,0362-RAOQO,0,Female,No Senior,0,0,40,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,830.25,0.6549999999999999,Gasto Medio,13-45 Meses,Bajo Costo/Día
240,0362-ZBZWJ,1,Male,No Senior,0,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.9,3067.2,2.83,Alto Gasto,13-45 Meses,Alto Costo/Día
241,0363-QJVFX,1,Male,No Senior,0,0,32,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),108.15,3432.9,3.605,Alto Gasto,13-45 Meses,Alto Costo/Día
